"Brand.CodeA","Brand.CodeB","Brand.CodeC","Brand.CodeD","Brand.CodeUnknown","Carb.Volume","Fill.Ounces","PC.Volume","Carb.Pressure","Carb.Temp","PSC","PSC.Fill","PSC.CO2","Mnf.Flow","Carb.Pressure1","Fill.Pressure","Hyd.Pressure2","Hyd.Pressure3","Hyd.Pressure4","Filler.Level","Filler.Speed","Temperature","Usage.cont","Carb.Flow","Density","Balling","Pressure.Vacuum","Oxygen.Filler","Bowl.Setpoint","Pressure.Setpoint","Air.Pressurer","Alch.Rel","Carb.Rel","Balling.Lvl","PH"
-0.387681625164246,-0.965029300195656,-0.361751243840096,1.77763756664627,-0.175420481640791,1.01734767862424,0.845301373364217,-0.126145096444228,-0.71517273995237,-1.62863217947978,2.24511024816698,1.60995585786831,-0.294279125640828,-1.02783726999634,-1.44928745615795,-0.600303587023706,-1.15169639960295,-1.17902979281948,-0.0759471484672265,1.34885846383978,0.508652869740188,-0.105951310166145,0.195690493794223,0.466138074105882,-0.727895362108351,-0.896855061411743,2.35638903782332,-0.364639723181701,1.52816985574044,-1.27744345746256,-0.178771635875893,-0.693528896937595,-0.789300642823872,-0.646763855840956,8.63
2.56977534394586,-0.965029300195656,-0.361751243840096,-0.560437459435276,-0.175420481640791,0.256997106435062,-0.206134369740846,-0.815237988967215,-1.40645436412585,-1.52107654378269,-0.779742748833014,0.432683263092536,0.739569907860502,-1.02783726999634,-0.947007052222468,-0.541212307808687,-1.16330729443357,-1.17902979281948,1.01158615950317,0.62121089391358,0.550078367750677,-0.3700120362568,-1.11833377139819,0.436862144364124,0.85712000035311,0.960693634170203,1.33003361678119,-0.0738317316552556,0.7065400702336,-0.829944536403706,3.51026831116246,0.598643040799746,1.10437896387063,1.11949683937852,8.44
-0.387681625164246,1.0323569257907,-0.361751243840096,-0.560437459435276,-0.175420481640791,-0.667156098048522,-0.647349305119746,0.403926358119443,-0.42342683343366,-0.157853583168491,-0.17846387145034,-0.746074483251468,-0.811203642391493,-1.02783726999634,-0.629310235652801,-0.659523465779288,-1.16330729443357,-1.17902979281948,0.0695219577651429,0.57662759743002,0.546882228859799,-0.3700120362568,1.14798703295452,0.557410090359598,-0.672361236415811,-0.789228498836567,1.6721520904619,0.357690345742435,0.7065400702336,-0.829944536403706,3.04870498167036,-0.795561910044242,-0.789300642823872,-0.669408223728385,8.6
-0.387681625164246,1.0323569257907,-0.361751243840096,-0.560437459435276,-0.175420481640791,-0.922530410648147,-0.382399167382206,-1.46192517530248,-0.896740084728658,-0.496075362870611,-2.30578051404338,0.269671283416218,-0.811203642391493,-1.02783726999634,0.404279733127358,-2.43694913483142,-1.16330729443357,-1.17902979281948,2.17074446539366,0.636121653890399,-0.210534159745581,4.49339524148187,-0.965210270427081,-2.04986977017109,-1.12796655904771,-1.84257563082598,2.01427056414261,0.785912487867958,0.7065400702336,-0.829944536403706,2.8935880026055,-0.899490249239723,0.50062568186512,-0.646763855840956,8.59
-0.387681625164246,1.0323569257907,-0.361751243840096,-0.560437459435276,-0.175420481640791,0.376358401057799,3.00239693521764,-1.8753809139967,0.377415350542117,0.262410430002162,-0.832935915175993,1.00829461578863,0.222645391109837,-1.02783726999634,-1.81696668161431,0.952583718446506,-1.16330729443357,-1.17902979281948,-0.224478986112254,0.32821011501856,0.559676346544151,0.153351622729578,0.0752223040066144,0.693457057983062,-0.727895362108351,-0.896855061411743,2.01427056414261,1.00317955190824,0.7065400702336,1.09480955976311,2.42440088753674,-0.84728624576995,-0.456003765027824,-0.669408223728385,8.58
-0.387681625164246,1.0323569257907,-0.361751243840096,-0.560437459435276,-0.175420481640791,-0.730637534327121,1.79993627559214,-1.04846943660826,1.29629398669152,1.34999908186855,0.0209609304251832,0.432683263092536,1.25649442461117,-1.02783726999634,-0.992514275352873,-0.482248793970165,-1.16330729443357,-1.17902979281948,-0.224478986112254,0.6510572444417,0.546882228859799,0.281254555233056,-1.0009421650029,0.564298544416482,-0.840115063127628,-1.13176158251997,2.35638903782332,0.717280872394887,0.7065400702336,-0.829944536403706,2.58143946046796,-0.84728624576995,-0.130058890264644,-0.692052591615814,8.56
2.56977534394586,-0.965029300195656,-0.361751243840096,-0.560437459435276,-0.175420481640791,1.01734767862424,-0.470642125260142,-0.550202269636451,-0.775138521845211,-1.62863217947978,0.207961832537478,-0.288073957603285,-1.32812815914216,-1.02783726999634,-1.22051244794394,-0.541212307808687,-1.16330729443357,-1.17902979281948,0.755012368115664,0.59146386568339,0.546882228859799,0.408010379665596,-1.09506649120928,0.545355295760051,0.809540621513343,0.927951310267016,1.6721520904619,0.26273552538479,0.7065400702336,-0.829944536403706,1.78973500470754,0.676398975080122,0.188748633652408,1.09685247149109,8.49
-0.387681625164246,1.0323569257907,-0.361751243840096,-0.560437459435276,-0.175420481640791,0.494839875577927,1.28030823285025,-2.4690609437441,-0.144570072868743,-0.496075362870611,-0.0178522529013675,-0.746074483251468,-0.294279125640828,-1.02783726999634,-0.35817493099562,-2.43694913483142,-1.16330729443357,-1.17902979281948,0.755012368115664,1.51075380946652,0.502303621502213,0.0242876988947112,-2.30008143830575,-0.375975434348218,1.09223116734806,1.19162470469511,1.33003361678119,1.19252989222185,0.7065400702336,-0.829944536403706,2.58143946046796,0.637683904026626,-0.130058890264644,1.07420810360367,8.6
2.56977534394586,-0.965029300195656,-0.361751243840096,-0.560437459435276,-0.175420481640791,0.376358401057799,-0.647349305119746,0.870389253401532,-0.310380586455159,-0.743990443078476,2.35480865570972,2.02870882938927,-0.294279125640828,-1.02783726999634,2.8590586797529,-1.25898544775062,-1.16330729443357,-1.17902979281948,0.884465572581537,0.696012999542499,0.546882228859799,-0.237379712927997,-1.08923318357688,0.0803846469203636,0.904509435346026,0.993903541387855,1.33003361678119,0.357690345742435,0.7065400702336,-0.829944536403706,2.73783399318771,0.598643040799746,0.0302239325970303,1.18742994304081,8.54
-0.387681625164246,-0.965029300195656,-0.361751243840096,1.77763756664627,-0.175420481640791,0.960138610158053,0.758082773804519,-0.34877510958727,1.12459865074304,0.66701325114307,1.1282742505015,-0.746074483251468,-0.811203642391493,-1.02783726999634,0.80456635041332,-2.18445678177772,-1.16330729443357,-1.17902979281948,0.623139337970682,0.68100291726775,-2.45483962109269,-0.105951310166145,0.61352217463559,-2.04986977017109,0.809540621513343,0.926568199726955,1.6721520904619,1.19252989222185,0.7065400702336,-0.829944536403706,2.58143946046796,1.70264292121624,0.654027882487828,1.21007431092824,8.61
